probe_cost,failure_penalty,irreversible_rate,method,rows,mean_cost,mean_failures,mean_representation_size,mean_gcs_cost,mean_replan_cost,delta_vs_replan
0.08,8.0,0.5,gcs_lazy,10,65.264,0.0,300.08,65.264,152.65,-87.386
0.08,8.0,0.5,oracle_assignment,10,64.0,0.0,64.0,65.264,152.65,-88.65
0.08,8.0,0.5,probe_all_local,10,65.264,0.0,272.8,65.264,152.65,-87.386
0.08,8.0,0.5,replan_on_failure,10,152.65,7.475,64.0,65.264,152.65,0.0
0.08,8.0,0.75,behavior_tree_fallback,10,65.264,0.0,207.8,65.264,154.1,-88.836
0.08,8.0,0.75,gcs_eager,10,65.264,0.0,272.8,65.264,154.1,-88.836
0.08,8.0,0.75,gcs_lazy,10,65.264,0.0,300.08,65.264,154.1,-88.836
0.08,8.0,0.75,oracle_assignment,10,64.0,0.0,64.0,65.264,154.1,-90.1
0.08,8.0,0.75,probe_all_local,10,65.264,0.0,272.8,65.264,154.1,-88.836
0.08,8.0,0.75,replan_on_failure,10,154.1,7.025,64.0,65.264,154.1,0.0
0.25,0.5,0.0,behavior_tree_fallback,10,68.0,0.0,208.0,68.0,82.0,-14.0
0.25,0.5,0.0,gcs_eager,10,68.0,0.0,273.0,68.0,82.0,-14.0
0.25,0.5,0.0,gcs_lazy,10,68.0,0.0,300.3,68.0,82.0,-14.0
0.25,0.5,0.0,oracle_assignment,10,64.0,0.0,64.0,68.0,82.0,-18.0
0.25,0.5,0.0,probe_all_local,10,68.0,0.0,273.0,68.0,82.0,-14.0
0.25,0.5,0.0,replan_on_failure,10,82.0,7.2,64.0,68.0,82.0,0.0
0.25,0.5,0.25,behavior_tree_fallback,10,67.9,0.0,207.6,67.9,82.625,-14.725
0.25,0.5,0.25,gcs_eager,10,67.9,0.0,272.6,67.9,82.625,-14.725
0.25,0.5,0.25,gcs_lazy,10,67.9,0.0,299.86,67.9,82.625,-14.725
0.25,0.5,0.25,oracle_assignment,10,64.0,0.0,64.0,67.9,82.625,-18.625
0.25,0.5,0.25,probe_all_local,10,67.9,0.0,272.6,67.9,82.625,-14.725
0.25,0.5,0.25,replan_on_failure,10,82.625,7.2875,64.0,67.9,82.625,0.0
0.25,0.5,0.5,behavior_tree_fallback,10,67.975,0.0,207.9,67.975,82.528125,-14.553125
0.25,0.5,0.5,gcs_eager,10,67.975,0.0,272.9,67.975,82.528125,-14.553125
0.25,0.5,0.5,gcs_lazy,10,67.975,0.0,300.19,67.975,82.528125,-14.553125
0.25,0.5,0.5,oracle_assignment,10,64.0,0.0,64.0,67.975,82.528125,-18.528125
0.25,0.5,0.5,probe_all_local,10,67.975,0.0,272.9,67.975,82.528125,-14.553125
0.25,0.5,0.5,replan_on_failure,10,82.528125,7.0625,64.0,67.975,82.528125,0.0
0.25,0.5,0.75,behavior_tree_fallback,10,67.95,0.0,207.8,67.95,82.275,-14.325
0.25,0.5,0.75,gcs_eager,10,67.95,0.0,272.8,67.95,82.275,-14.325
0.25,0.5,0.75,gcs_lazy,10,67.95,0.0,300.08,67.95,82.275,-14.325
0.25,0.5,0.75,oracle_assignment,10,64.0,0.0,64.0,67.95,82.275,-18.275
0.25,0.5,0.75,probe_all_local,10,67.95,0.0,272.8,67.95,82.275,-14.325
0.25,0.5,0.75,replan_on_failure,10,82.275,6.8375,64.0,67.95,82.275,0.0
0.25,1.0,0.0,behavior_tree_fallback,10,68.0,0.0,208.0,68.0,84.4,-16.4
0.25,1.0,0.0,gcs_eager,10,68.0,0.0,273.0,68.0,84.4,-16.4
0.25,1.0,0.0,gcs_lazy,10,68.0,0.0,300.3,68.0,84.4,-16.4
0.25,1.0,0.0,oracle_assignment,10,64.0,0.0,64.0,68.0,84.4,-20.4
0.25,1.0,0.0,probe_all_local,10,68.0,0.0,273.0,68.0,84.4,-16.4
0.25,1.0,0.0,replan_on_failure,10,84.4,6.8,64.0,68.0,84.4,0.0
0.25,1.0,0.25,behavior_tree_fallback,10,67.925,0.0,207.7,67.925,85.93125,-18.00625
0.25,1.0,0.25,gcs_eager,10,67.925,0.0,272.7,67.925,85.93125,-18.00625
0.25,1.0,0.25,gcs_lazy,10,67.925,0.0,299.97,67.925,85.93125,-18.00625
0.25,1.0,0.25,oracle_assignment,10,64.0,0.0,64.0,67.925,85.93125,-21.93125
0.25,1.0,0.25,probe_all_local,10,67.925,0.0,272.7,67.925,85.93125,-18.00625
0.25,1.0,0.25,replan_on_failure,10,85.93125,6.9625,64.0,67.925,85.93125,0.0
0.25,1.0,0.5,behavior_tree_fallback,10,67.975,0.0,207.9,67.975,86.94375,-18.96875
0.25,1.0,0.5,gcs_eager,10,67.975,0.0,272.9,67.975,86.94375,-18.96875
0.25,1.0,0.5,gcs_lazy,10,67.975,0.0,300.19,67.975,86.94375,-18.96875
0.25,1.0,0.5,oracle_assignment,10,64.0,0.0,64.0,67.975,86.94375,-22.94375
0.25,1.0,0.5,probe_all_local,10,67.975,0.0,272.9,67.975,86.94375,-18.96875
0.25,1.0,0.5,replan_on_failure,10,86.94375,7.1125,64.0,67.975,86.94375,0.0
0.25,1.0,0.75,behavior_tree_fallback,10,67.95,0.0,207.8,67.95,87.6875,-19.7375
0.25,1.0,0.75,gcs_eager,10,67.95,0.0,272.8,67.95,87.6875,-19.7375
0.25,1.0,0.75,gcs_lazy,10,67.95,0.0,300.08,67.95,87.6875,-19.7375
0.25,1.0,0.75,oracle_assignment,10,64.0,0.0,64.0,67.95,87.6875,-23.6875
0.25,1.0,0.75,probe_all_local,10,67.95,0.0,272.8,67.95,87.6875,-19.7375
0.25,1.0,0.75,replan_on_failure,10,87.6875,7.05,64.0,67.95,87.6875,0.0
0.25,2.0,0.0,behavior_tree_fallback,10,67.95,0.0,207.8,67.95,90.5,-22.55
0.25,2.0,0.0,gcs_eager,10,67.95,0.0,272.8,67.95,90.5,-22.55
0.25,2.0,0.0,gcs_lazy,10,67.95,0.0,300.08,67.95,90.5,-22.55
0.25,2.0,0.0,oracle_assignment,10,64.0,0.0,64.0,67.95,90.5,-26.5
0.25,2.0,0.0,probe_all_local,10,67.95,0.0,272.8,67.95,90.5,-22.55
0.25,2.0,0.0,replan_on_failure,10,90.5,6.625,64.0,67.95,90.5,0.0
0.25,2.0,0.25,behavior_tree_fallback,10,67.95,0.0,207.8,67.95,93.35,-25.4
0.25,2.0,0.25,gcs_eager,10,67.95,0.0,272.8,67.95,93.35,-25.4
0.25,2.0,0.25,gcs_lazy,10,67.95,0.0,300.08,67.95,93.35,-25.4
0.25,2.0,0.25,oracle_assignment,10,64.0,0.0,64.0,67.95,93.35,-29.35
0.25,2.0,0.25,probe_all_local,10,67.95,0.0,272.8,67.95,93.35,-25.4
0.25,2.0,0.25,replan_on_failure,10,93.35,6.85,64.0,67.95,93.35,0.0
0.25,2.0,0.5,behavior_tree_fallback,10,67.95,0.0,207.8,67.95,95.95,-28.0
0.25,2.0,0.5,gcs_eager,10,67.95,0.0,272.8,67.95,95.95,-28.0
0.25,2.0,0.5,gcs_lazy,10,67.95,0.0,300.08,67.95,95.95,-28.0
0.25,2.0,0.5,oracle_assignment,10,64.0,0.0,64.0,67.95,95.95,-31.95
0.25,2.0,0.5,probe_all_local,10,67.95,0.0,272.8,67.95,95.95,-28.0
0.25,2.0,0.5,replan_on_failure,10,95.95,7.0,64.0,67.95,95.95,0.0
0.25,2.0,0.75,behavior_tree_fallback,10,67.925,0.0,207.7,67.925,96.525,-28.6
0.25,2.0,0.75,gcs_eager,10,67.925,0.0,272.7,67.925,96.525,-28.6
0.25,2.0,0.75,gcs_lazy,10,67.925,0.0,299.97,67.925,96.525,-28.6
0.25,2.0,0.75,oracle_assignment,10,64.0,0.0,64.0,67.925,96.525,-32.525
0.25,2.0,0.75,probe_all_local,10,67.925,0.0,272.7,67.925,96.525,-28.6
0.25,2.0,0.75,replan_on_failure,10,96.525,6.8,64.0,67.925,96.525,0.0
0.25,4.0,0.0,behavior_tree_fallback,10,67.825,0.0,207.3,67.825,105.775,-37.95
0.25,4.0,0.0,gcs_eager,10,67.825,0.0,272.3,67.825,105.775,-37.95
0.25,4.0,0.0,gcs_lazy,10,67.825,0.0,299.53,67.825,105.775,-37.95
0.25,4.0,0.0,oracle_assignment,10,64.0,0.0,64.0,67.825,105.775,-41.775
0.25,4.0,0.0,probe_all_local,10,67.825,0.0,272.3,67.825,105.775,-37.95
0.25,4.0,0.0,replan_on_failure,10,105.775,6.9625,64.0,67.825,105.775,0.0
0.25,4.0,0.25,behavior_tree_fallback,10,68.0,0.0,208.0,68.0,110.9,-42.9
0.25,4.0,0.25,gcs_eager,10,68.0,0.0,273.0,68.0,110.9,-42.9
0.25,4.0,0.25,gcs_lazy,10,68.0,0.0,300.3,68.0,110.9,-42.9
0.25,4.0,0.25,oracle_assignment,10,64.0,0.0,64.0,68.0,110.9,-46.9
0.25,4.0,0.25,probe_all_local,10,68.0,0.0,273.0,68.0,110.9,-42.9
0.25,4.0,0.25,replan_on_failure,10,110.9,7.275,64.0,68.0,110.9,0.0
0.25,4.0,0.5,behavior_tree_fallback,10,67.95,0.0,207.8,67.95,112.05,-44.1
0.25,4.0,0.5,gcs_eager,10,67.95,0.0,272.8,67.95,112.05,-44.1
0.25,4.0,0.5,gcs_lazy,10,67.95,0.0,300.08,67.95,112.05,-44.1
0.25,4.0,0.5,oracle_assignment,10,64.0,0.0,64.0,67.95,112.05,-48.05
0.25,4.0,0.5,probe_all_local,10,67.95,0.0,272.8,67.95,112.05,-44.1
0.25,4.0,0.5,replan_on_failure,10,112.05,6.85,64.0,67.95,112.05,0.0
0.25,4.0,0.75,behavior_tree_fallback,10,67.95,0.0,207.8,67.95,113.35,-45.4
0.25,4.0,0.75,gcs_eager,10,67.95,0.0,272.8,67.95,113.35,-45.4
0.25,4.0,0.75,gcs_lazy,10,67.95,0.0,300.08,67.95,113.35,-45.4
0.25,4.0,0.75,oracle_assignment,10,64.0,0.0,64.0,67.95,113.35,-49.35
0.25,4.0,0.75,probe_all_local,10,67.95,0.0,272.8,67.95,113.35,-45.4
0.25,4.0,0.75,replan_on_failure,10,113.35,6.575,64.0,67.95,113.35,0.0
0.25,8.0,0.0,behavior_tree_fallback,10,67.95,0.0,207.8,67.95,132.375,-64.425
0.25,8.0,0.0,gcs_eager,10,67.95,0.0,272.8,67.95,132.375,-64.425
0.25,8.0,0.0,gcs_lazy,10,67.95,0.0,300.08,67.95,132.375,-64.425
0.25,8.0,0.0,oracle_assignment,10,64.0,0.0,64.0,67.95,132.375,-68.375
0.25,8.0,0.0,probe_all_local,10,67.95,0.0,272.8,67.95,132.375,-64.425
0.25,8.0,0.0,replan_on_failure,10,132.375,6.8375,64.0,67.95,132.375,0.0
0.25,8.0,0.25,behavior_tree_fallback,10,67.95,0.0,207.8,67.95,142.05,-74.1
0.25,8.0,0.25,gcs_eager,10,67.95,0.0,272.8,67.95,142.05,-74.1
0.25,8.0,0.25,gcs_lazy,10,67.95,0.0,300.08,67.95,142.05,-74.1
0.25,8.0,0.25,oracle_assignment,10,64.0,0.0,64.0,67.95,142.05,-78.05
0.25,8.0,0.25,probe_all_local,10,67.95,0.0,272.8,67.95,142.05,-74.1
0.25,8.0,0.25,replan_on_failure,10,142.05,7.15,64.0,67.95,142.05,0.0
0.25,8.0,0.5,behavior_tree_fallback,10,67.975,0.0,207.9,67.975,146.0,-78.025
0.25,8.0,0.5,gcs_eager,10,67.975,0.0,272.9,67.975,146.0,-78.025
0.25,8.0,0.5,gcs_lazy,10,67.975,0.0,300.19,67.975,146.0,-78.025
0.25,8.0,0.5,oracle_assignment,10,64.0,0.0,64.0,67.975,146.0,-82.0
0.25,8.0,0.5,probe_all_local,10,67.975,0.0,272.9,67.975,146.0,-78.025
0.25,8.0,0.5,replan_on_failure,10,146.0,6.825,64.0,67.975,146.0,0.0
0.25,8.0,0.75,behavior_tree_fallback,10,68.0,0.0,208.0,68.0,154.1,-86.1
0.25,8.0,0.75,gcs_eager,10,68.0,0.0,273.0,68.0,154.1,-86.1
0.25,8.0,0.75,gcs_lazy,10,68.0,0.0,300.3,68.0,154.1,-86.1
0.25,8.0,0.75,oracle_assignment,10,64.0,0.0,64.0,68.0,154.1,-90.1
0.25,8.0,0.75,probe_all_local,10,68.0,0.0,273.0,68.0,154.1,-86.1
0.25,8.0,0.75,replan_on_failure,10,154.1,7.0,64.0,68.0,154.1,0.0
0.5,0.5,0.0,behavior_tree_fallback,10,77.71875,5.4875,207.9,71.95,81.03125,-3.3125
0.5,0.5,0.0,gcs_eager,10,71.95,0.0,272.9,71.95,81.03125,-9.08125
0.5,0.5,0.0,gcs_lazy,10,73.41875,1.6875,300.19,71.95,81.03125,-7.6125
0.5,0.5,0.0,oracle_assignment,10,64.0,0.0,64.0,71.95,81.03125,-17.03125
0.5,0.5,0.0,probe_all_local,10,71.95,0.0,272.9,71.95,81.03125,-9.08125
0.5,0.5,0.0,replan_on_failure,10,81.03125,6.8125,64.0,71.95,81.03125,0.0
0.5,0.5,0.25,behavior_tree_fallback,10,78.0125,4.225,207.7,71.85,81.48125,-3.46875
0.5,0.5,0.25,gcs_eager,10,71.85,0.0,272.7,71.85,81.48125,-9.63125
0.5,0.5,0.25,gcs_lazy,10,72.525,0.7375,299.97,71.85,81.48125,-8.95625
0.5,0.5,0.25,oracle_assignment,10,64.0,0.0,64.0,71.85,81.48125,-17.48125
0.5,0.5,0.25,probe_all_local,10,71.85,0.0,272.7,71.85,81.48125,-9.63125
0.5,0.5,0.25,replan_on_failure,10,81.48125,6.8375,64.0,71.85,81.48125,0.0
0.5,0.5,0.5,behavior_tree_fallback,10,75.5625,2.1875,207.7,71.85,81.940625,-6.378125
0.5,0.5,0.5,gcs_eager,10,71.85,0.0,272.7,71.85,81.940625,-10.090625
0.5,0.5,0.5,gcs_lazy,10,72.921875,0.8625,299.97,71.85,81.940625,-9.01875
0.5,0.5,0.5,oracle_assignment,10,64.0,0.0,64.0,71.85,81.940625,-17.940625
0.5,0.5,0.5,probe_all_local,10,71.85,0.0,272.7,71.85,81.940625,-10.090625
0.5,0.5,0.5,replan_on_failure,10,81.940625,6.7625,64.0,71.85,81.940625,0.0
0.5,0.5,0.75,behavior_tree_fallback,10,73.65,1.0,207.8,71.9,81.78125,-8.13125
0.5,0.5,0.75,gcs_eager,10,71.9,0.0,272.8,71.9,81.78125,-9.88125
0.5,0.5,0.75,gcs_lazy,10,72.465625,0.5875,300.08,71.9,81.78125,-9.315625
0.5,0.5,0.75,oracle_assignment,10,64.0,0.0,64.0,71.9,81.78125,-17.78125
0.5,0.5,0.75,probe_all_local,10,71.9,0.0,272.8,71.9,81.78125,-9.88125
0.5,0.5,0.75,replan_on_failure,10,81.78125,6.575,64.0,71.9,81.78125,0.0
0.5,1.0,0.0,behavior_tree_fallback,10,75.25,2.45,207.7,71.85,85.6375,-10.3875
0.5,1.0,0.0,gcs_eager,10,71.85,0.0,272.7,71.85,85.6375,-13.7875
0.5,1.0,0.0,gcs_lazy,10,71.85,0.0,299.97,71.85,85.6375,-13.7875
0.5,1.0,0.0,oracle_assignment,10,64.0,0.0,64.0,71.85,85.6375,-21.6375
0.5,1.0,0.0,probe_all_local,10,71.85,0.0,272.7,71.85,85.6375,-13.7875
0.5,1.0,0.0,replan_on_failure,10,85.6375,7.2125,64.0,71.85,85.6375,0.0
0.5,1.0,0.25,behavior_tree_fallback,10,75.15625,1.6625,207.9,71.95,84.78125,-9.625
0.5,1.0,0.25,gcs_eager,10,71.95,0.0,272.9,71.95,84.78125,-12.83125
0.5,1.0,0.25,gcs_lazy,10,71.95,0.0,300.19,71.95,84.78125,-12.83125
0.5,1.0,0.25,oracle_assignment,10,64.0,0.0,64.0,71.95,84.78125,-20.78125
0.5,1.0,0.25,probe_all_local,10,71.95,0.0,272.9,71.95,84.78125,-12.83125
0.5,1.0,0.25,replan_on_failure,10,84.78125,6.6625,64.0,71.95,84.78125,0.0
0.5,1.0,0.5,behavior_tree_fallback,10,74.775,1.275,207.9,71.95,85.95,-11.175
0.5,1.0,0.5,gcs_eager,10,71.95,0.0,272.9,71.95,85.95,-14.0
0.5,1.0,0.5,gcs_lazy,10,71.95,0.0,300.19,71.95,85.95,-14.0
0.5,1.0,0.5,oracle_assignment,10,64.0,0.0,64.0,71.95,85.95,-21.95
0.5,1.0,0.5,probe_all_local,10,71.95,0.0,272.9,71.95,85.95,-14.0
0.5,1.0,0.5,replan_on_failure,10,85.95,6.825,64.0,71.95,85.95,0.0
0.5,1.0,0.75,behavior_tree_fallback,10,74.00625,0.9,208.0,72.0,88.025,-14.01875
0.5,1.0,0.75,gcs_eager,10,72.0,0.0,273.0,72.0,88.025,-16.025
0.5,1.0,0.75,gcs_lazy,10,72.0,0.0,300.3,72.0,88.025,-16.025
0.5,1.0,0.75,oracle_assignment,10,64.0,0.0,64.0,72.0,88.025,-24.025
0.5,1.0,0.75,probe_all_local,10,72.0,0.0,273.0,72.0,88.025,-16.025
0.5,1.0,0.75,replan_on_failure,10,88.025,7.1625,64.0,72.0,88.025,0.0
0.5,2.0,0.0,behavior_tree_fallback,10,72.0,0.0,208.0,72.0,92.7,-20.7
0.5,2.0,0.0,gcs_eager,10,72.0,0.0,273.0,72.0,92.7,-20.7
0.5,2.0,0.0,gcs_lazy,10,72.0,0.0,300.3,72.0,92.7,-20.7
0.5,2.0,0.0,oracle_assignment,10,64.0,0.0,64.0,72.0,92.7,-28.7
0.5,2.0,0.0,probe_all_local,10,72.0,0.0,273.0,72.0,92.7,-20.7
0.5,2.0,0.0,replan_on_failure,10,92.7,7.175,64.0,72.0,92.7,0.0
0.5,2.0,0.25,behavior_tree_fallback,10,71.85,0.0,207.7,71.85,93.525,-21.675
0.5,2.0,0.25,gcs_eager,10,71.85,0.0,272.7,71.85,93.525,-21.675
0.5,2.0,0.25,gcs_lazy,10,71.85,0.0,299.97,71.85,93.525,-21.675
0.5,2.0,0.25,oracle_assignment,10,64.0,0.0,64.0,71.85,93.525,-29.525
0.5,2.0,0.25,probe_all_local,10,71.85,0.0,272.7,71.85,93.525,-21.675
0.5,2.0,0.25,replan_on_failure,10,93.525,6.8625,64.0,71.85,93.525,0.0
0.5,2.0,0.5,behavior_tree_fallback,10,71.95,0.0,207.9,71.95,95.6625,-23.7125
0.5,2.0,0.5,gcs_eager,10,71.95,0.0,272.9,71.95,95.6625,-23.7125
0.5,2.0,0.5,gcs_lazy,10,71.95,0.0,300.19,71.95,95.6625,-23.7125
0.5,2.0,0.5,oracle_assignment,10,64.0,0.0,64.0,71.95,95.6625,-31.6625
0.5,2.0,0.5,probe_all_local,10,71.95,0.0,272.9,71.95,95.6625,-23.7125
0.5,2.0,0.5,replan_on_failure,10,95.6625,7.0,64.0,71.95,95.6625,0.0
0.5,2.0,0.75,behavior_tree_fallback,10,71.95,0.0,207.9,71.95,97.4375,-25.4875
0.5,2.0,0.75,gcs_eager,10,71.95,0.0,272.9,71.95,97.4375,-25.4875
0.5,2.0,0.75,gcs_lazy,10,71.95,0.0,300.19,71.95,97.4375,-25.4875
0.5,2.0,0.75,oracle_assignment,10,64.0,0.0,64.0,71.95,97.4375,-33.4375
0.5,2.0,0.75,probe_all_local,10,71.95,0.0,272.9,71.95,97.4375,-25.4875
0.5,2.0,0.75,replan_on_failure,10,97.4375,7.075,64.0,71.95,97.4375,0.0
0.5,4.0,0.0,behavior_tree_fallback,10,71.9,0.0,207.8,71.9,105.475,-33.575
0.5,4.0,0.0,gcs_eager,10,71.9,0.0,272.8,71.9,105.475,-33.575
0.5,4.0,0.0,gcs_lazy,10,71.9,0.0,300.08,71.9,105.475,-33.575
0.5,4.0,0.0,oracle_assignment,10,64.0,0.0,64.0,71.9,105.475,-41.475
0.5,4.0,0.0,probe_all_local,10,71.9,0.0,272.8,71.9,105.475,-33.575
0.5,4.0,0.0,replan_on_failure,10,105.475,6.9125,64.0,71.9,105.475,0.0
0.5,4.0,0.25,behavior_tree_fallback,10,71.9,0.0,207.8,71.9,110.95,-39.05
0.5,4.0,0.25,gcs_eager,10,71.9,0.0,272.8,71.9,110.95,-39.05
0.5,4.0,0.25,gcs_lazy,10,71.9,0.0,300.08,71.9,110.95,-39.05
0.5,4.0,0.25,oracle_assignment,10,64.0,0.0,64.0,71.9,110.95,-46.95
0.5,4.0,0.25,probe_all_local,10,71.9,0.0,272.8,71.9,110.95,-39.05
0.5,4.0,0.25,replan_on_failure,10,110.95,7.175,64.0,71.9,110.95,0.0
0.5,4.0,0.5,behavior_tree_fallback,10,71.9,0.0,207.8,71.9,112.5,-40.6
0.5,4.0,0.5,gcs_eager,10,71.9,0.0,272.8,71.9,112.5,-40.6
0.5,4.0,0.5,gcs_lazy,10,71.9,0.0,300.08,71.9,112.5,-40.6
0.5,4.0,0.5,oracle_assignment,10,64.0,0.0,64.0,71.9,112.5,-48.5
0.5,4.0,0.5,probe_all_local,10,71.9,0.0,272.8,71.9,112.5,-40.6
0.5,4.0,0.5,replan_on_failure,10,112.5,6.975,64.0,71.9,112.5,0.0
0.5,4.0,0.75,behavior_tree_fallback,10,71.8,0.0,207.6,71.8,114.85,-43.05
0.5,4.0,0.75,gcs_eager,10,71.8,0.0,272.6,71.8,114.85,-43.05
0.5,4.0,0.75,gcs_lazy,10,71.8,0.0,299.86,71.8,114.85,-43.05
0.5,4.0,0.75,oracle_assignment,10,64.0,0.0,64.0,71.8,114.85,-50.85
0.5,4.0,0.75,probe_all_local,10,71.8,0.0,272.6,71.8,114.85,-43.05
0.5,4.0,0.75,replan_on_failure,10,114.85,6.775,64.0,71.8,114.85,0.0
0.5,8.0,0.0,behavior_tree_fallback,10,72.0,0.0,208.0,72.0,139.75,-67.75
0.5,8.0,0.0,gcs_eager,10,72.0,0.0,273.0,72.0,139.75,-67.75
0.5,8.0,0.0,gcs_lazy,10,72.0,0.0,300.3,72.0,139.75,-67.75
0.5,8.0,0.0,oracle_assignment,10,64.0,0.0,64.0,72.0,139.75,-75.75
0.5,8.0,0.0,probe_all_local,10,72.0,0.0,273.0,72.0,139.75,-67.75
0.5,8.0,0.0,replan_on_failure,10,139.75,7.575,64.0,72.0,139.75,0.0
0.5,8.0,0.25,behavior_tree_fallback,10,71.95,0.0,207.9,71.95,141.7,-69.75
0.5,8.0,0.25,gcs_eager,10,71.95,0.0,272.9,71.95,141.7,-69.75
0.5,8.0,0.25,gcs_lazy,10,71.95,0.0,300.19,71.95,141.7,-69.75
0.5,8.0,0.25,oracle_assignment,10,64.0,0.0,64.0,71.95,141.7,-77.7
0.5,8.0,0.25,probe_all_local,10,71.95,0.0,272.9,71.95,141.7,-69.75
0.5,8.0,0.25,replan_on_failure,10,141.7,7.05,64.0,71.95,141.7,0.0
0.5,8.0,0.5,behavior_tree_fallback,10,71.9,0.0,207.8,71.9,152.25,-80.35
0.5,8.0,0.5,gcs_eager,10,71.9,0.0,272.8,71.9,152.25,-80.35
0.5,8.0,0.5,gcs_lazy,10,71.9,0.0,300.08,71.9,152.25,-80.35
0.5,8.0,0.5,oracle_assignment,10,64.0,0.0,64.0,71.9,152.25,-88.25
0.5,8.0,0.5,probe_all_local,10,71.9,0.0,272.8,71.9,152.25,-80.35
